sentimen,teks
1,wb wts masih ada yg cari tripos jaehwan set dan woojin set ngga aku ada ready di korea perkiraan harga inc ems tax 250k
1,giveaway pulsa tweet ini pulsa 5k buat dua orang lusa aku umumin gt lt flop aku delete 
1,k itu piutang yang di dapat dari transaksi f bukan ya btw jangan kak aku kelas 12
0,duh timeline twiterku terlalu receh aku tida sanggup 
2,aku mauu 
1,halo aku baru saja bergabung dengan rp twitter ada yang mau mengajariku 
2,aku up banget lah wkwk
1,aku dilahirkan amp dibesarkan di lingkungan yg mayoritas konservatif amp intoleran perempuan ditmpt tinggalku bnyk yg meni 
0,kalau bab haiwan ni aku memang sensitif sangat apa salah kucing tu kau masukkan dalam dryer sampai mati kau seksa dia bo 
0,aku luwih telat nemen dripada dan 
1,kamu pernah tertidur di kelas pelajaran apa kalo ngantuk mah tidur gamandang pelajaran apa 
1,bro penuhin slot aku yuk temen temen 
1,giveaway creamatte eminahade mauvelous follow aku retweet tweet ini reply seberapa pengen kamu menang creamatte 
2,ouhhhh hahahhahahahahahh lah takde pun maybe tk follow each other kot tu yg aku tokleh tgk
2,katanya sayang sama orangtua tp status wa disembunyikan dr orangtua hehe itu aku
2,sama aku ajaini
1,krt ada yg mau join ga barang official ga klo yg rep 50 aku drop direp dan janji pda ikut ya 
1,3 kirim jawaban di kolom komentar dengan format quizidaman tebakkeunggulanblenderturbo dilengkapi dengan jawaban kamu 4 
1,go pay sekarang udah bisa beli tiket beli pulsa beli buku lama lama harga diri aku bisa dibeli juga nih 
1,rlt niatku main twitter biar bisa berbacod dan bergalau ria tapi pas cowokku liat aku lagi main twitter dia mau ak 
2,aku anak baik baik kok wkwk
1,ehh padahal aku tagg
0,tapi tapi aku tuh bacot bgt mau hyung begini mau hyung begitu masa hyung gaada gituu 
0,jane mbiyen karo ngasi wis saiki wis dadi tapi aku 
1,idm guyss disitu kan di blang i dont have religion emang suga ngak punya agama ya sorry aku mau tau aja nga 
1,np ada yang mau angkut ga kartu pascabayar bisa perpanjang tp bayar sendiri 95k sampe tanggal 28 nih aku beli 1 
0,aku yang kurang atau kamu yang tidak pernah cukup dengan satu aku 
0,babi asal aku aku penghibur iman siakk 
0,kamu sudah ternodaaa ndeerr 
0,kami butuh pelukan bukan pukulan kami butuh penerimaan bukan penghakiman kami butuh pengertian bukan cibiran kami butuh te 
1,aku besok tuker tikett
1,give away pulsa 10k ini doa in supaya cepet inget password acc sebelah follow aku lgsg difollback kok ampe besok y 
2,teruntuk idola semasa remajaku aku doakan dirimu bisa menjadi istri yg sholehah dan berbakti kepada suamimu kan k 
0,dasar lelaki kerdussss mon maaf aku nimbrung wkwk
1,aku mau hetalia kuroshitsuji diabolik lovers kayaknya temen aku mau 
1,mak mertua pernah kena copek dek makcik tua dalam kedai tudung dekat jalan tar lepas tengok cctv yang jelas macam hd 
2,alhamdulillah adik ipar ku dan temen2nya masih selamat wlaupun ya pala nya benjol bibir nya pecah aku sedih ba 
1,rh ceritanya jaemin lagi persiapan mau pentas romeo amp juliet jm kok ga kamu aja sih yg jadi julietnya tugasku cuma 
0,assalam macam mana lelaki boleh ingat jalan jauhelekoh belok2 tanpa rujuk maps even pernah pergiekali je kalau aku 
0,bila dah cepat move on ni aku rasa semua benda boleh pergi mampus
2,terharu baca threadnya kamu baik banget sih semoga rezeki kamu lancar terus next time semoga aku bisa menang ga 
1,beliin aku tikett 
0,faak 
1,la guys kalian yang jual uname gitu sama akunnya ga aku kalo mau jualin unamenya aja gmn caranya 
1,rujak kangkung itu satu iket kangkung btw itu foto sblum makan kenyataanya aku rebus 1 iket lagi tempe abis 4 d 
1,askmf ada yang olshopnya mau aku reseller dropshipin ga please 
1,giveaway top up dana tix id untuk 2 orang masing masing 50 000 cukup aja tweet ini nanti aku undi lewat tweetdr 
1,mau coba sama aku 
1,lepas meeting boss suruh balik awal hari ni sebab dia dengau suara aku dah sengau sengau hidung tersumbat selesema 
1,i once nampak a girl tengah angkat sewing machine dekat tbs i tolong dia angkat kotak tu then 
1,beliin aku dong 
0,aku jumaat kls smpai ptg pack gila
1,mfs temenan rt ja ntar aku folow tpi jfb
0,apple sudah rilis barang barupun aku bodo amat karna aku sadar aku orangnya misqueen 
0,hilang kamu tak jadi apa pun dekat aku
1,freebies soonhoon untuk 50 carat ya ini baru pc nanti aku bagiin pin amp stiker juga mari bertemu dieventeen concert idea 
0,harap aku tak termakan janji manis org lagi dah lepas ni cukuplah 
2,so sweet dua dua walaupun bahasa macam ppfttt 
1,rangorang ni pasti mikir kalo crazyrichsurabayan tampilannya perlente pake barang mewah dari atas ampe bawah tapi bias 
1,aku rasa dukungan politik yang riil ndak perlu partai politik mbak brand gus dur yg punya basis massa yg cukup kuat suda 
2,aku juga sebenernya gemes pa tapi si yepen ngeyel suka susah dibilangin
0,kalo nyaman lanjut lah jangan ninggalin begitu aja aku butuh kejelasan lah
2,bagilah aku kekuatan utk selesaikan urusan semester ni dengan lancar 
1,fans aku ayo jujur unn
2,if si keli tu boleh jadi femes apantah lagi aku kan kahkahkah 
1,lepas apple launch new series terus phone aku hang yeee kawan2
2,untunglah boleh baik semula aku ada beberapa kawan yang dulu ngam gila sekarang biasa biasaekarang 
0,aku udh beli baru 100k gak mau yg mahal2 kemaren beli yg lebih mahal dari 100k rusak kan kampret
1,teksi motor dah ada gaisssearcholviepro 5 kupang je 1 km aku tak tau la halal ke haram lepas ni senangla budak raver 
1,ini yg kulakukan saat hiatus dari dunia kpop 2014 
2,hm rasa macam nak jual lah ip7 32gb rosegold aku ni nak angkat ip8 pun macam nice hahaha 
1,changbin bener bener kamu ya
2,ganbattee you can do it jangan risau aku akan selalu support kau
1,kamu nyindir aku yha hahaha yang aku anggep temen tuh dikit tapi kenalanku banyak gatau ya semakin dewasa circ 
0,rindu aku senanye tu
1,sembang dengan budak legend aku kau belajar kat mana main ml memboi 
1,siapa kamu 
1,akhirnya aku dh dpt jawapan kenapa car porch rumah sewa aku banyak sampah even pagi aku sapu ptg dh ade balik daun 
1,tahniahhhh peh ko tak baca dpt 4 aku tak baca dpt 3
2,mu aku ketawa ' 
1,tak pergi epul abang aku ajak pi ipoh 
1,kalau aku jadi dia turun 2kg 
2,hahahaha dkpe r aku rela cri kt lain
0,gipewei lagi sedih nih aku seokjin rt fllw rep pict seokjin tag klo mau doain aku juga gpp ga juga gpp 
2,aku lahir dlm keadaan islam saat mulai dewasa aku mulai mempelajari islam dan semakin jatuh cinta dgn agama ini
1,dada sebelah kiri ngilu dari tadi kamu bisa meluk dulu gak 
0,kamu ngambeque ceritanya 
1,aku mah pake v avakuvu savayavang bavangtavan 
2,kalau kamu mau dihormati harus mau menghormati
1,ayo dm an tapi aku gapunya akun rl 
2,berkenan betul aku dgn concept design ikea ni kepada bakal isteri kita tiru ni je la ek tak payah pening2 https 
2,hahahaha nnti aku dtg aku gomol kepala dia
0,snapchat can stick chat for 24hrs helo nak forever aku dah la pelupa member cerita semalam pun tak ingat dah
0,saat capek banget dan kurang tidur aku lebih memilih menyendiri makan sendiri menghubungi orang2 tersayang dll rasanya tenang 
1,interview copywriter apa kelebihan kamuaya kreatif hmmmaya pandai merangkai kata kata hmmmaya ngga pernah 
2,list nya ni aku banar wkwkwk
2,boro 15 menit liat iklannya saklebatan ae wes deg parah sampe bingung aku iki wedi ta jatuh cinta 
0,cuaca macam ni buat aku malas nak klua beli makan
0,kalau aku dah berubah sorry i wont turn back anymore sbbnya aku dah penat dgn semua benda 
2,rlt mutualan yu yang gamasalah aku suka rt in ga sama twt receh rt ya dn aku ada tapi follback kalo ngga maapin ak 
2,aku jenis cepat marah tapi cepat sejuk balik marah aku tu tak lama punebab nanti aku akan rasa serba salah even bukan sal 
0,geram lahh aku dah tulis kat whiteboard ada orang pergi padam nanti kang cakap aku tak buat kerja 
1,aku ingatkan habanero paling pedas rupanya ada 10 kali ganda yg lagi pedas gila 
1,ini sngat mendalam kalah rockygerung sih 
1,hello tangan aku kuning kena serbuk kunyit tau ha nampak tak rajin ke dapur tiberrrr
1,dm aku nder 
1,karena warisan dari orang tua kenapa ga pindah meski itu cuma warisan meskipun aku belum terlalu alim masih 
1,memang lah kumbang bukan seekor tapi yang jadi masalahnya bila seekor yang kau pilih tu kumbang aku eh
1,time mula2 dia kenal awek dia ni ex awek dia ni dm mamat ni dia kata pmpn ni pernah mengandung dan dh digugurkan ana 
1,fuyoooo today loq staq esok pdang besar kemain emm tak pa la mcm bnyk pulak nk jalan nya bnyk jalan 
0,now aku dah malas perduli nak mintak tolong ka nak cerita apa ka aku dengar ja nak peluang bserta hati mohon maaf 
0,bisa banget mau kutuk siapa kamu 
1,kita strictkan pembelian rumah 1 keluarga 1 rumah je boleh beli nanti siapa yang baru start kerja minggu pertama kerja 
2,aku ada baca jgk lg complicated org kata blackflag lg best
1,bila dia eja aqu dengan tenang aku close tab terus
1,sape rt aku lukis dp dia 
2,cinta itu adalah anugrah terindah dari tuhan aku bersujud dan berdoa pada tuhan dan akhirnya kutemukan anugrah terindah itu yaitu kamu 
0,thread paling anjing at first ingat apa masalah minah ni cakap pasal insecurity dia atau masalah psycho dia rupa rupa 
2,ngantuk aku tidur dulu jangan khawatir besok aku masih mencintaimu seperti biasanya besok aku masih ngirim pesan seperti 
2,ditanya kamu mau yg seperti apa nggak ada yg sempurna kalo kamu cari yg sempurna katanya nggak ada orang baik 
2,tadi aku bilang ke bahwa passion itu bisa dicari tanpa kamu sadari atau tidak jika itu bukan bidangmu fokus k 
0,kiri kamu mikir sudah memporak porandakan hatiku kanan you wrong hunny aku baik baik saja dan bahagia 
1,baru minggu lepas aku tengok cerita biar betul acappan berlakon jadi orang estetalam takziah buat keluarga acappanel 
1,aku borong tiga tiganya ya 
1,macam engko je nina tawar hati
0,tak suka tu cakap je la babi takyah nak acah acah baik dengan aku 
1,aku pejuang cpns 2019
0,betul aku jg tdk setuju takut ada kata disentri n selfie 
1,yoona mengangguk raganya dibawa bangkit untuk sekadar mengikuti langkah kaki sang tuan tapi nanti aku gendut bagaimana 
1,eunwooama aku aja poo jan buat orang melakor 
2,iya sayang syukur kamu ingat aku 
0,coba di antara kamu dan temen temenmu siapa yg suara tawanya paling kenceng percayalah dialah jg yg jeritan hatinya pa 
0,ya allah ya tuhanku jauh kan lah aku dr dugaan sebegini aminnn 
2,hahaha padahal aku ngarep sama kamu mulai maba eh
1,aku pernah tes tni polri bukan tes keperawanan sih tapi tes ada penyakit kelamin atau engga cmiiw
0,yang aku sayang tidak menyayangiku yang aku jaga tidak menjagaku thank you allah atas petunjuk darimu
1,bulan depan insya allah kalo cd nya datang dari koreaelatan aku mau giveaway 1 cd nct 2 cdeventeen 3 cdtray ki 
1,skang korang da masuk gp dgn roomate aku sndri hmmm
1,jawab math pun mcm nk pecah kepala aku rse nnti paper addmath confirm otak melebur time jawab 
0,jika aku mencoba sedikit berani aku hanya akan menjadi lebih penakut rin
2,mi christychibi aku mau menjadi rusuk karena aku bisa melindungi sebuah hati yg lembut dgn diriku dan hati itu adalah kamu 
2,mall sebelah unikl ni tadi aku pi usha memang harga apple dah turun masa aku sampai tadi orang punya la berkerumun seba 
0,orang tak boleh tengok aku senang automatik jadi dengki eh 
1,mazhab islam ku hanafi di hanafi kerang cumi dan kepiting termasuk haram tapi aku tahu yg begitu ga perlu koar2 ind 
1,trirismahariniforpresidentri2024
2,wakakakakaka iya begitula aku memng ada ada saja
2,ada juga tipe orang yg segala diceritain mau itu hal lucu sedih kegoblogan kesenengan semuanya diceri 
1,ini isi video nya apasi aku gaada kuota buat nnton wkwk g
2,aku kan pengen icip2 abu cafe itu haha 
1,5 ciri nyeleneh orang ber iq tinggi kamualahatunya 
2,eh iya yah hahahaha
1,aku mau tanya tapi gatau mau tanya apa 
0,karna mereka ganti rambut dan bikin aku ambyar aku pengen ga ahh pulsa 5k lg miskin flop lanjut terus bsk sore aku umumin 
2,betul aku terima buat masa sekarang mungkin ini kifarah aku sendiri
2,ini yg aku suka pura2 waras partai berkarya kemana ya hehehe
1,gatau aku teameungjinori kepslok juga
2,aku 300 chapter manga conan juga dim nikmat mana yg kau dustakan
2,rambut dia gimana aja aku sayang kok
1,hari jumaat pon nk troll aku jugak ke allahu
1,baru minggu kemaren ngabarin kalau jurusan kita gabisa ikut wisuda karena akreditasi belum selesai dan kalau memak 
2,mau aku temenin malah nugas yeuuuuuuu wajah strespun ganteng maleen 
1,terperanjat abang aku mak aku cakap cmtu abg aku pon cakaplaa nak lepaskan limah kawen dulu baru dia nak kawen k 
2,tls followan ama aku yukk rep rt kita temenan
1,kalau aku delete account sia 
2,tak peduli apa yang telah hilang dalam hidupmu selama kamu masih mampu bersyukur pada tuhan kamu tak kehilangan apapun 
2,aries jangan takut tuk mengambil keputusan ada harga yg harus kamu bayar tuk mendapatkan apa yg kamu inginkan 
0,ya allah jantung aku macam terhenti seminit lepas baca nama naz tu 
2,jika allah memberi kamu nikmat sepotong roti saja syukurilah itu kerana allah tidak membuat kamu meminta minta kepada ora 
1,tidak mau melewatkan kisahklasiktrans7 tapi masih dijalan nanti malam ikuti livetreaming kita saja 
0,tp gue gak ngerti sh maksudnya apa wkwk
1,apa sih ini kok pada main ini aku ketinggalan apa 
1,hae gaes dalam rangka anniversary day6 amp ultah jae di bulan ini diriku ingin mengadakan giveaway album day6hoot me 
1,haii kak stikyy seumuran sama daniell bukan bayi dong berartii kalo aku seumuran wonyoung kali ya 
0,aku ingatkan gagal tadbir negara dengan elok je dia salahkan bn nak bertanding kepentingan parti sendiri pon salahkan bn 
1,try this confirm kurus hahaha
1,rlt lahkrg udh ada ginian ya allah ini ygelalu akuebut dalam doa dari dulu ketika 2 temanku asik nonton oppa tapi a 
1,bes aku mau joinnn
1,bahasa orang sulawesi suku bugis tp aku tinggal dikalimantan dan kotaku ini kota peralihan gtu jdi smu 
0,kalo kamu lagi dimana mana dan itu bukan daerahmu ya coba buat ngehargain apa yang ada disana jangan sembar 
1,aku dejiko nyo 
1,fxkro cepet kambek aku dah nunggu unnir nie
1,adik aku nak photostat buku bahasa arab dia guna printer kau boleh imagine tak macam mana tetiba ada separuh muka dia hahaha i 
0,mau ganti presidennya mau apa saja yang digantinya akan percuma jika tak ganti adab dan akhlaq kepada orang tua memulung mun 
0,biasalah tu perempuan kena berjaga jaga muka malaikat pun kadang2 perangai syaitan jugak aku pernah gak camni lari laju teruk 
0,terkadang kamu perlu membentang jarak agar tau arti kata rindu 
0,ohhhhempat la kalau nak jmpa aku lgi aku ckup bulan 9 ni aku balik melaka huhuhu
1,alasan dia sama mcm alasan haih tahla
1,pernah makan di der carbin bistro bandareri alam masai jb tak pernah solat di ruang solat kontena kat bawah tu tak in 
1,hai terkait letak bangku dapat berbeda beda untuk masing masing maskapai tergantung jenis maskapainy 
1,padahal nggakada otak aku hasil tes otak kiri atau kananku otak kiri 23 otak kanan 77 dominan otak k 
2,alhamdulillah adik ipar ku dan temen2nya masih selamat wlaupun ya pala nya benjol bibir nya pecah aku sedih bangettt 
0,aku tkda masa la do nak baik baik dgn org talam ni skrg mcm babi
1,bila cg intai kertas exam masa kau buat 
1,sini aja kamu ke jakarta deh 
2,aku bgt
1,bighit cerdik ya awal tahun army disuguhi run bts run bts hiatus mereka comeback comeback kelar ada worldtour lg worl 
0,gaduh dengan bestfriend ni sumpah sakit 
1,aku ingin nak merasa dihisap begini
2,sebenarnya kalau korang kenal aku in real life mesti kau seronok kawan dengan aku aku sebenarnya ok je lawak pun ya 
1,kau tuh dah nak spm wat la kebajikan sikit kat umah nie mentang2 la aku tengah cuti senang2 je bagi keje kat aku
0,diingetin diingetin kok aku e ae suka lupa diri hehe
1,sekarang buat web nggak harus mahal cuma 80rb kamu bisa dapetin web sesuai keinginanmu cek aja di 
0,ak tak sanggup nak tgok kejadian yang menyedihkan nie 
0,buset dah aku udah pasrah aja klo ketemu yg ginian 
1,iya aku froggy
2,terlihat enak 
0,ketika ada orang yg kamu kasih tahu benernya tapi dia tetep kayak gitu pesan yg bisa diambil biarkan dia bodoh selamanya gws hoho 
1,izinkan aku mengupload ini 
2,alia dm benda ni kt aku hahahaha
0,maafin aku ya belum bisa lupain kamu 
1,hai achanjkt48 kadang aku suka rindu kamu kangen typomu kangen ngingetin sholat gt lt pokok nya semua dehalam kangen dari fantasticof48 42
1,lihat video ayam kampus cantik pamer puting merah dan memek mulus cek bio aku say bugil bokephijab videobokep ngentot 
0,memilih pasangan hidup itu susah dan kenapa aku memilih kamu karena aku telah berhasil melewati kesusahan kesusahan itu 
2,aku ingin selalu berfikir positif meskipun pada kenyataannya aku keliru m dan akhirnya aku harus menyembukan luka 
1,benda simple je ph jadi kerajaan selepas 9 mei menteri kewangan paling bangang dalam sejarah malaysia bandingkan 
1,aku 25 tahun dan dokter hewan hellooooo 
0,korang u know perempuan zaman sekarang tak suka kan bila laki2 try hard sangat macam ni kerja nak tunjuk badan je nak 
2,aku wes katam yg kyk gitu disini wkwkkwkww
2,dan aku isa ibnu maryam memberi kabar gembira dgn datangnya seorang rasul yg akan datang sesudahku yg namanya ahmad muhammad 61 6 
2,wkwk makasih eonniee sampai oleng aku tuh nulisnyaa 
1,tibe tibe aku beratur nak naik bas tu akak cek tiket tk bagi dia suruh print jugak aku katelah tapi saya ada bukt 
0,halahhh curang kamu
1,plan nak isi minyak wktu solat jumaat nt tp dh halfway pergi masjid baru teringat aku tak bawak dompet amp minyak dah 
1,berani gigit aku 
1,english first of all melayu tak benda sekarang ni kau dengar dulu aku nak cakap panjang bebeno melayu nohh a 
1,yaa coba kalo kamu punya twitters hm
1,panduan pesan minuman di buat bekal lanhalan kalau kamu sukanya pesan apa 
0,huhiapa yang setan aku tak tahu apapun alasannya aku tak ingin tahu perasaan pembunuh kogoro mouri
2,the battleship island berjaya buat aku teriak 
0,aku penat dahh aku tak sanggup lagi kalau kau taknak kau cakap jangan buat aku mcm tunggul aku penat tau takkk 
1,hi kamu yang suka oleng ke aku 
2,aku hanya ingin menjadi seseorang yg peduli didepan kamu aku berharap aku selalu ada disaat dibutuhkan
1,kepada adik adik yg baru masuk ukm meh aku belanja tempat tempat makan best sekitar bangi kajang 1 april 24 bangi 
1,it's 2 46amo aku nak share kenapa korang kena fikir panjang sebelum kawin based on experience 1 kat klinik ibu dan ana 
1,aku jadi ikutan puyeng 
0,kaya ex opis aku ni main campak2 layer 2 switch 
2,kayaknya aku ngerti lo wkwk
2,aku mau minta tolong ke kamu gampang kok cuma mau kamu jangan pernah tinggalin aku 
1,2 221 171 240 171 slash ak ds 240 173 71 kamu sudah lvl brp 
2,kok aku lebih seneng kalo kuliah pagi ya
2,aku suka manganya live actionnya animenya ku suka semua 
1,ini kalau pengelola taman safari denger gmn ya 
2,terkadang orang yg paling kamu inginkan adalah orang yg membuat hidupmu tak begitu banyak sedih jika tanpanya 
2,ni kan sbnrya budak genius cekap math sometime sakit mcm ni cekap in art 
1,pam cube kau budak ex dip fisheries kita duku semua ada masalah yang sama macam aku terhadap kau
0,surah an noor ayat 2 perempuan yang berzina dan lelaki yang berzina hendaklah kamu sebat tiap tiap seorang dari keduan 
2,apa yg berlaku pagi td betul2 terkesan dlm diri aku 
1,pake kode aku yuk 
0,selagi lom period nang semua ku emosi eh bencik ku kelaka benda sama jak semua dari org aneh2 nok kenal aku pun sik 
1,hujan ni mmg tak mau bagi aku kluaq pi mana mana haa
0,bukan aku la kakak aku haha
1,aku udh sedia payung kebalik nih
1,giveaway retweet tweet ini follow aku autofollback kok 1st winner dapet semua yang di pic 2nd winner puls 
0,rindu kamu juga bebi
2,giveaway pulsa dikarenakan hari ini aku lagi bahagia mau adain ga kecil an buat kalian 2 pemenang akan dapat puls 
1,aku husnuzon jela dia busy nk mampos smpai tkde masa nk reply 
0,suatu hari kamu bakal kehilangan sesuatu yg berkali2 lipat dr pulpen mgkn kamu mikir sepele ah cm pena tp 
0,ya allah sesungguhnya ni yang aku takot
1,klu kamu ibu atau istri org imbox aku siap layani 
1,the one colour obsession lipstick 6 pilihan warna popshock dengan chromaload technology utk hasil warna yg lebih in 
1,sayang aku bukan picasso yang terpaksa membakar lukisan lukisannya untuk menghangatkan ruangannya pada musim dingin ak 
0,siapa yang tahu pak ahok nyindir siapa yahc aku dukung dendamnya pak ahok untuk mengusut pejabat brengsek pantesan bis 
0,kalo lagi pdkt trs gebetan nanya selain deket sama aku kamu deket sama siapa lagi jawab aja dekat dengan kematian 
1,bagi aku makan dong 
2,yeeees akhirnya minion kita menaaaaang spot jantung aku nontonnya japanopensuper750 
2,selamat dibalik bullyan mu kamu menyimpan segudang prestasi 
0,gimana mau tirus kamu ngasih cokelat mulu 
0,khas untuk suami yg curang dgn isteri tak reti appreciate isteri dan kaki betina betapa besarnya pengorbanan seorg ibu 
0,udah daritadi aku bales
1,jika kamu seorang detektif setidaknya kamu bisa menganalisa apa yang kurasakan mouri ran 
2,kalo misal eps 3 4 oke dan aku tetep lanjut kayanya ini bakalan jadi drama korea pertama yang aku tonton di tahun 
0,sadar dong kalau aku tuh kangen bangetama kamuuu ' 
0,like aku pun ada gak nak kena jaga hati org and aku rasa aku boleh je join memana plan haishhhh 
0,macam mana nak tidur kalau still fikirkan orang yang kita sayang okay ke tak tu tidurnya lena ke dia perlukan aku tak ka 
0,sebenernya dulunya smpet pacaran trus putus tapi masih ewita eh tau2 dikabarin gitu yg bikin masalah ada 
2,mas dani ini emang marketing canggih cara promosiin blog nya aja smooth banget
0,hari aku mendapatkan cerita yang sangat menyentuh tentang bunuh diri teman di facebook membuka kisahnyaemoga bisa 
1,mbak vanda tolong bikin materi pokok mata kuliah hukum usaha tata negara ya iya pak nanti kalo saya ngga b 
2,memang betul kalau ada yang bilangeptember itu bulan ceria tapi kamu tau apa lagi yang bikin ceria ngemil cara 
0,semua kata rinduku semakin membuatku tak berdaya menahan rasa ingin pulang percayalah padaku akupun rindu kamu ku 
1,to anon yang kata solat pun masih buat dosa tu nobody is normalising things here i'm sure everybody knows whats haram is 
1,angkut aku kak epaaaa
1,adik aku ni suka sangat pegi solat jumaat lambat
1,takkan tak test2 lagi kutt aku kasi pukul 10 lebih tadi 
1,oalah gitu vis kirain kamu mau ngajakin aku kesana hhaha 
0,kepada anjir anjir yang seronok mengata pasal aku break off dengan manusia tu nahhh dah lepasni jangan salahkan aku dah 
2,tapi seriously tk penat pun sebab aku pernah kerja part time sebelum nie lagi penat
1,siang ini aku lihat kamu pakai kemeja dongker rambut kamu basah mungkin karena air wudhu jalan sendiri sambil bersihin kuku 
1,abang aku dah bengang 
2,mama dkt luar call aku tanya nak lunch apa and then i said i want goreng pisang hahahaha senang mama takyah masak mama pun pelik 
1,maka bersabarlah kamu terhadap ketetapan tuhanmu 68 48 
0,sedih bila aku dengan cerita dr patient aku huhu makcik nie masuk ward sebab heart attack baik sngt suka tegur aku senyu 
1,give away aku mau ga dalam rangka merayakan ulang tahun nya chen exo list hadiah album only nct dream we go up 
0,kenapa aku nangis baca komik ni 
1,ya nanti yg beli suruh siapin acc buat uname yg kamu jual
1,lagi cari upfoll yang mumer sering ada promo juga mampir sini ke aku gt lt tag lelang acc upfoll rp
2,emosi tidak akan membimbingmu pada suatu pemikiran atau tindakan positif oleh sebab itu kamu harus tenang teens livia
1,nak keluar duit utk payung lagi eiii bengong la payung kiut aku boleh pulak hilang
1,boleehh silahkan dm ajaa aku jg udah laporin dia ke pihak shopee kok
1,aku si ga masalah kalo ada embel embel kata tolong 
2,cinta sejati itu ga seperti pohon jadi ga mungkin bercabang cukup ada satu cinta aku dan kamu 
1,alasannn kamuuhhh 
0,kau perempuan dan aku perempuan kau mesti tau macam mana sakit bila orang yang kita sayang layan pempuan lain melaink 
2,hai kamu safe flight ya 
0,aku bukan anak orang senang pakai ala kadar je rupa pon takde apatah lagi harta bukan rendah diri tapi sedar diri 
1,guys ada siapa siapa yang nak beli cincin tak ring silver 925 and original diamond beli bulan 1 tahun 2017 aku beli 1 
1,aku tanya lah mamat ni ada gtau kt bf baru dia benda2 smua ni ka dia jwb tak buat apa nk bukak aib org allah tunju 
0,aku pening ah 
1,nggak dipungut biaya kamu bisa tahu proses berwakaf dgn mudah barengun life indonesia amp booking tempa 
0,aku sorang je ke rasa ayam kfc makin lama makin kecil 
1,jadi inget dulu ada temenmsan mau ngadain acara ulang tahun tema 1001 malem costume party harusnya ngundang 
0,ya jawab aja bilang ke dia gamau atau gausah hargain sedikit lah orang yang peduli sama kamu jangan cuma k 
0,dan aku pantang bila tengok mak pak yang jadi bodo n buat bodo bila anak misbehave kat public 
1,aku buat slide kat keynote mac takde pp kan risau kalau dari keynote tukar pp jadi lain baik pdfemua laptop boleh baca
1,lah kok njuk dikon takon karo aku iku jenenge njeblosake mahasiswa dhewe 
1,bayangkan kamu lagi telfonan sama hanbin ternyata udah tengah malem dan kamu ngantuk terus hanbin nyanyiin lagu sampe kam 
0,bzzzz wtfff rennn kamu ama dokter cowo apa cewe 
1,jap lg aku ws dlm plant ni
1,kalo open regist aku mau join 
2,apa yang kamu anggap aneh aku anggap luar biasa 
1,tengok je best tapi takpernah berharap benda tu jadi dekat aku based aku hidup mcm mustahil benda2 ni nak jadi h 
1,masuk u sambung belajar sebab nak kerja baik amp tak susahkan parents but now aku rasa aku lagi susahkan parents if continue my 
1,keburu dong aku di integ e kursi 8
2,aku malah nangkepnya kreatif lucuk sih daripada dia naro link mv di tweet berita yg ga ada hubungan sama se 
0,kisah sedih harini aku ingatkan aku dah bukak penutup tupperware ni 
1,kalau bal jadi photog senang sikit tunjuk gigi ja dh nk mati gelak 
0,tapi kmu sudah tak seperti dulu skrg suka tidur duluan dan aku sangat kecewa 
0,susah jugak muka ganas niampai mak sendiri kata muka penyamun mcm aku 
0,kak dwita kita udah kenal lama eh pada akhirnya aku tau dia nggak cuma manggil sayang ke aku dia lebih dulu punya 
0,jangan selalu menyalahkan orang lain ada kalanya kamu juga harus intropeksi diri
0,kita lahir bersama senang bersama tapi kenapa kamu mati duluan kata kakek sambil melihat kedalam sarung mikirkeras
0,hadoiii penat aku tengok dia lari 
1,crazyrichsurabayan mantengin hashtag ini beneran loh memang adanya begitu orang surabaya ini banyak yg tajir melintir b 
0,igt nk amek pakej bayar tiap bulan tp mcm xkeluar lg pakej nk beli terus woah nangis asb aku kang
1,5 ciri nyeleneh orang ber iq tinggi kamualahatunya tips trik
1,bilang aamiin makasih kalo aku anti kamu lebih cantik club 
2,sekarang aku belajar redha amp terima hakikat yg dia bukan untk aku setia amp syg aku untk orng lain yg boleh lebih menghargai aku 
1,saya sebagai cikgu music nak bgtau sikit la faedah dia first sekali ia merupakan instrument yang paling mudah untuk tah 
1,kak naruto rambutnya kuning menurut penglihatan kamu warna apa 
2,esok aku akan kawin k guys boleh dtg ramai2 ya pfttt
1,tapi feeling aku sih johnny
1,waalaikumsalam masya allah aku kenal sajadah tu
1,aku baru buatekali
0,orang sabah jangan kamu kasitau pulau mana yang selamat biar dorang kenak culik betul betul oleh abu sayap 
0,yang paling aku benci adalah orang yang ingin mengambil hak kebebasanku kaito kid
2,siap sayang semuanya buat kamu 
0,chanu mulu siapa kamu sih dia molor aja gih aku mau ngebacot cantik
0,gamau kalo selama nya aku yg cape ehh icung udh jadi kan ini kan 
0,guys karena aku pusing banget gak dapet tiket fansign gabisa nonton ic jkt dan kepikiran sebong terus menerus sampe sedih te 
1,lirik lagu kunto aji topikemalam lirik lagu kunto aji topikemalam lirik topikemalam kunto aji kunto aji 
2,tak sabarnya tunggu bulan 10 kumpul duit pi travel thn depan kakak aku ajak prgi perak aku kalau boleh nk pergi melak 
2,hahahaha aku tergelak weh
0,aku tak berharap dpt titik dua bintang hug darimu tp aku berharap dapat satu titik dimana hanya ada aku di hatimuteffy ai
0,itu kapel kamu kok jelek ya wkwk
